timestamp,left_x,left_y,right_x,right_y
1765037109.912779,0.42178940773010254,0.4624578058719635,0.49719340205192564,0.4438397705554962
1765037110.021503,0.4198989272117615,0.48997892141342164,0.493226557970047,0.4697666227817535
1765037110.054933,0.4195905029773712,0.49260144829750063,0.4931576430797577,0.4719512164592743
1765037110.0762165,0.4203332781791687,0.490664941072464,0.4938086926937103,0.4714028358459473
1765037110.136825,0.4212914824485779,0.48330414295196533,0.4917179226875305,0.4680356979370117
1765037110.1572368,0.4171366453170776,0.4822391510009766,0.49104522466659545,0.4644587516784668
1765037110.1886303,0.41431679725646975,0.480750185251236,0.48822598457336425,0.46261683106422424
1765037110.228033,0.41110589504241946,0.4782011449337006,0.4860415101051331,0.46095237135887146
1765037110.261453,0.4085273563861847,0.4767651498317719,0.48278899788856505,0.46034845113754275
1765037110.2845616,0.40400384068489076,0.4745607614517212,0.4788462400436401,0.4591776907444
1765037110.3310986,0.4004928946495056,0.4742905139923096,0.4763464033603668,0.45711106061935425
1765037110.357586,0.39853098392486574,0.47461198568344115,0.4746991515159607,0.4573277771472931
1765037110.3806345,0.39541067481040953,0.47562134861946104,0.47131662964820864,0.4572138965129852
1765037110.4227564,0.3929959833621979,0.4759250819683075,0.4696764826774597,0.45819502472877505
1765037110.4483385,0.3911129355430603,0.4768669605255127,0.4685515105724335,0.4587360441684723
1765037110.4945378,0.39037436842918394,0.47866860032081604,0.4659512460231781,0.45927776098251344
1765037110.5426633,0.3888485610485077,0.479659903049469,0.4643832564353943,0.4614673495292664
1765037110.5595841,0.3883488535881042,0.48137985467910765,0.4633233606815338,0.46315649151802063
1765037110.5890002,0.388377320766449,0.482245934009552,0.46283244490623476,0.46449488401412964
1765037110.6232908,0.3880597949028015,0.48308911323547366,0.4634280204772949,0.4641943216323853
1765037110.6580782,0.388153600692749,0.4826712131500244,0.46338785290718076,0.4653861463069916
1765037110.6880965,0.38815921545028687,0.4833620011806488,0.46326733827590943,0.464831280708313
1765037110.7165816,0.3883892118930817,0.4834278762340546,0.4640566766262054,0.4643166482448578
1765037110.7582874,0.38915228843688965,0.4832383871078491,0.4649452269077301,0.46452324986457827
1765037110.7828257,0.3899814248085022,0.48284225463867186,0.46638107895851133,0.4649704694747925
1765037110.8282716,0.3906950354576111,0.48291122913360596,0.46693100929260256,0.46575536131858825
1765037110.8491206,0.3919632315635681,0.48273399472236633,0.46902723908424376,0.46698859333992004
1765037110.9098701,0.39262763857841493,0.48224666714668274,0.4702577173709869,0.46711947321891784
1765037110.9446862,0.39373602867126467,0.4825663805007935,0.4713824212551117,0.46861969232559203
1765037110.9744513,0.39396955966949465,0.48276358246803286,0.47252966165542604,0.46988518834114074
1765037110.9962442,0.39422346353530885,0.48316885232925416,0.472871869802475,0.47054484486579895
1765037111.0293305,0.3959849953651428,0.4841035306453705,0.4759021639823914,0.47372519969940186
1765037111.0699735,0.39636617302894595,0.4849636673927307,0.47655228972435,0.47479076981544494
1765037111.0887368,0.39716763496398927,0.4855084240436554,0.4784981071949005,0.4777411580085754
1765037111.1327753,0.39821840524673463,0.48761065006256105,0.48149044513702394,0.4821673035621643
1765037111.1593733,0.3996402144432068,0.4907598376274109,0.48408637642860414,0.4887778699398041
1765037111.17997,0.4008082807064056,0.49662756323814394,0.48629205822944643,0.4975033164024353
1765037111.2136803,0.4020619750022888,0.5039058029651642,0.48649369478225707,0.5060261964797974
1765037111.2780142,0.40303878784179686,0.5090711057186127,0.4897164463996887,0.5156932473182678
1765037111.3128364,0.4023153483867645,0.5087242364883423,0.48942941427230835,0.5156425714492798
1765037111.3315303,0.4042737305164337,0.5200940728187561,0.49544370770454405,0.5336998581886292
1765037111.3687546,0.40651742815971376,0.5259771466255188,0.4987657189369202,0.5390400052070617
1765037111.4391117,0.41036948561668396,0.5347785234451294,0.5071137607097626,0.5499823689460754
1765037111.4493415,0.4105618953704834,0.5342865824699402,0.5064914107322693,0.5503286957740784
1765037111.502998,0.42301519513130187,0.5545940399169922,0.521471107006073,0.5628764748573303
1765037111.536727,0.42314515709877015,0.5552963495254517,0.5204983830451966,0.5633578658103943
